AOI,Species,Model,FMO,Period,Low_Score_AOI_Mean,Neutral_Score_AOI_Mean,High_Score_AOI_Mean,Low_Score_AOI_SD,Neutral_Score_AOI_SD,High_Score_AOI_SD
Quartz Lake State Recreation Area,CHK,ccsm,nofmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,CHK,ccsm,nofmo,1,0.41,0.51,0.67,0.02,0.02,0.02
Quartz Lake State Recreation Area,CHK,ccsm,nofmo,2,0.4,0.51,0.66,0.02,0.02,0.02
Quartz Lake State Recreation Area,CHK,gfdl,altfmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,CHK,gfdl,altfmo,1,0.42,0.53,0.68,0.0,0.0,0.0
Quartz Lake State Recreation Area,CHK,gfdl,altfmo,2,0.43,0.54,0.69,0.0,0.0,0.0
Quartz Lake State Recreation Area,CHK,gfdl,fmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,CHK,gfdl,fmo,1,0.42,0.53,0.68,0.0,0.0,0.0
Quartz Lake State Recreation Area,CHK,gfdl,fmo,2,0.43,0.54,0.69,0.01,0.01,0.01
Quartz Lake State Recreation Area,CHK,gfdl,nofmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,CHK,gfdl,nofmo,1,0.45,0.56,0.71,0.01,0.01,0.01
Quartz Lake State Recreation Area,CHK,gfdl,nofmo,2,0.4,0.51,0.66,0.02,0.02,0.02
Quartz Lake State Recreation Area,GRA,ccsm,altfmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,GRA,ccsm,altfmo,1,0.42,0.52,0.68,0.01,0.01,0.01
Quartz Lake State Recreation Area,GRA,ccsm,altfmo,2,0.4,0.5,0.66,0.02,0.02,0.02
Quartz Lake State Recreation Area,GRA,ccsm,fmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,GRA,ccsm,fmo,1,0.41,0.52,0.67,0.01,0.01,0.01
Quartz Lake State Recreation Area,GRA,ccsm,fmo,2,0.4,0.51,0.66,0.02,0.02,0.02
Quartz Lake State Recreation Area,GRA,ccsm,nofmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,GRA,ccsm,nofmo,1,0.41,0.51,0.67,0.02,0.02,0.02
Quartz Lake State Recreation Area,GRA,ccsm,nofmo,2,0.4,0.51,0.66,0.02,0.02,0.02
Quartz Lake State Recreation Area,GRA,gfdl,altfmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,GRA,gfdl,altfmo,1,0.42,0.53,0.68,0.0,0.0,0.0
Quartz Lake State Recreation Area,GRA,gfdl,altfmo,2,0.43,0.54,0.69,0.0,0.0,0.0
Quartz Lake State Recreation Area,GRA,gfdl,fmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,GRA,gfdl,fmo,1,0.42,0.53,0.68,0.0,0.0,0.0
Quartz Lake State Recreation Area,GRA,gfdl,fmo,2,0.43,0.54,0.69,0.01,0.01,0.01
Quartz Lake State Recreation Area,GRA,gfdl,nofmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,GRA,gfdl,nofmo,1,0.45,0.56,0.71,0.01,0.01,0.01
Quartz Lake State Recreation Area,GRA,gfdl,nofmo,2,0.4,0.51,0.66,0.02,0.02,0.02
Quartz Lake State Recreation Area,NONE,ccsm,altfmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,NONE,ccsm,altfmo,1,0.42,0.52,0.68,0.01,0.01,0.01
Quartz Lake State Recreation Area,NONE,ccsm,altfmo,2,0.4,0.5,0.66,0.02,0.02,0.02
Quartz Lake State Recreation Area,NONE,ccsm,fmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,NONE,ccsm,fmo,1,0.41,0.52,0.67,0.01,0.01,0.01
Quartz Lake State Recreation Area,NONE,ccsm,fmo,2,0.4,0.51,0.66,0.02,0.02,0.02
Quartz Lake State Recreation Area,NONE,ccsm,nofmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,NONE,ccsm,nofmo,1,0.41,0.51,0.67,0.02,0.02,0.02
Quartz Lake State Recreation Area,NONE,ccsm,nofmo,2,0.4,0.51,0.66,0.02,0.02,0.02
Quartz Lake State Recreation Area,NONE,gfdl,altfmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,NONE,gfdl,altfmo,1,0.42,0.53,0.68,0.0,0.0,0.0
Quartz Lake State Recreation Area,NONE,gfdl,altfmo,2,0.43,0.54,0.69,0.0,0.0,0.0
Quartz Lake State Recreation Area,NONE,gfdl,fmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,NONE,gfdl,fmo,1,0.42,0.53,0.68,0.0,0.0,0.0
Quartz Lake State Recreation Area,NONE,gfdl,fmo,2,0.43,0.54,0.69,0.01,0.01,0.01
Quartz Lake State Recreation Area,NONE,gfdl,nofmo,0,0.39,0.5,0.65,0.02,0.02,0.02
Quartz Lake State Recreation Area,NONE,gfdl,nofmo,1,0.45,0.56,0.71,0.01,0.01,0.01
Quartz Lake State Recreation Area,NONE,gfdl,nofmo,2,0.4,0.51,0.66,0.02,0.02,0.02
Rapid Creek (HUC12: 190803070105),CHK,ccsm,altfmo,0,0.39,0.5,0.65,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),CHK,ccsm,altfmo,1,0.42,0.53,0.68,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),CHK,ccsm,altfmo,2,0.4,0.5,0.65,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),CHK,ccsm,fmo,0,0.39,0.5,0.65,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),CHK,ccsm,fmo,1,0.42,0.53,0.68,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),CHK,ccsm,fmo,2,0.41,0.51,0.66,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),CHK,ccsm,nofmo,0,0.39,0.5,0.65,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),CHK,ccsm,nofmo,1,0.42,0.53,0.68,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),CHK,ccsm,nofmo,2,0.4,0.51,0.66,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),CHK,gfdl,altfmo,0,0.39,0.5,0.65,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),CHK,gfdl,altfmo,1,0.43,0.54,0.69,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),CHK,gfdl,altfmo,2,0.44,0.55,0.7,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),CHK,gfdl,fmo,0,0.39,0.5,0.65,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),CHK,gfdl,fmo,1,0.42,0.52,0.68,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),CHK,gfdl,fmo,2,0.45,0.55,0.7,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),CHK,gfdl,nofmo,0,0.39,0.5,0.65,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),CHK,gfdl,nofmo,1,0.46,0.57,0.72,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),CHK,gfdl,nofmo,2,0.41,0.51,0.67,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),GRA,ccsm,altfmo,0,0.1,0.21,0.36,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),GRA,ccsm,altfmo,1,0.13,0.23,0.39,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),GRA,ccsm,altfmo,2,0.1,0.21,0.36,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),GRA,ccsm,fmo,0,0.1,0.21,0.36,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),GRA,ccsm,fmo,1,0.13,0.23,0.38,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),GRA,ccsm,fmo,2,0.11,0.22,0.37,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),GRA,ccsm,nofmo,0,0.1,0.21,0.36,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),GRA,ccsm,nofmo,1,0.13,0.23,0.38,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),GRA,ccsm,nofmo,2,0.11,0.21,0.37,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),GRA,gfdl,altfmo,0,0.1,0.21,0.36,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),GRA,gfdl,altfmo,1,0.14,0.24,0.4,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),GRA,gfdl,altfmo,2,0.15,0.25,0.4,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),GRA,gfdl,fmo,0,0.1,0.21,0.36,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),GRA,gfdl,fmo,1,0.12,0.23,0.38,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),GRA,gfdl,fmo,2,0.15,0.26,0.41,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),GRA,gfdl,nofmo,0,0.1,0.21,0.36,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),GRA,gfdl,nofmo,1,0.17,0.28,0.43,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),GRA,gfdl,nofmo,2,0.11,0.22,0.37,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),NONE,ccsm,altfmo,0,0.39,0.5,0.65,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),NONE,ccsm,altfmo,1,0.42,0.53,0.68,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),NONE,ccsm,altfmo,2,0.4,0.5,0.65,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),NONE,ccsm,fmo,0,0.39,0.5,0.65,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),NONE,ccsm,fmo,1,0.42,0.53,0.68,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),NONE,ccsm,fmo,2,0.41,0.51,0.66,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),NONE,ccsm,nofmo,0,0.39,0.5,0.65,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),NONE,ccsm,nofmo,1,0.42,0.53,0.68,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),NONE,ccsm,nofmo,2,0.4,0.51,0.66,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),NONE,gfdl,altfmo,0,0.39,0.5,0.65,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),NONE,gfdl,altfmo,1,0.43,0.54,0.69,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),NONE,gfdl,altfmo,2,0.44,0.55,0.7,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),NONE,gfdl,fmo,0,0.39,0.5,0.65,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),NONE,gfdl,fmo,1,0.42,0.52,0.68,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),NONE,gfdl,fmo,2,0.45,0.55,0.7,0.03,0.03,0.03
Rapid Creek (HUC12: 190803070105),NONE,gfdl,nofmo,0,0.39,0.5,0.65,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),NONE,gfdl,nofmo,1,0.46,0.57,0.72,0.04,0.04,0.04
Rapid Creek (HUC12: 190803070105),NONE,gfdl,nofmo,2,0.41,0.51,0.67,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,ccsm,altfmo,0,0.26,0.37,0.52,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,ccsm,altfmo,1,0.32,0.43,0.58,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,ccsm,altfmo,2,0.27,0.37,0.53,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,ccsm,fmo,0,0.26,0.37,0.52,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,ccsm,fmo,1,0.29,0.4,0.55,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,ccsm,fmo,2,0.27,0.37,0.53,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,ccsm,nofmo,0,0.26,0.37,0.52,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,ccsm,nofmo,1,0.28,0.38,0.53,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,ccsm,nofmo,2,0.27,0.37,0.53,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,gfdl,altfmo,0,0.26,0.37,0.52,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,gfdl,altfmo,1,0.3,0.4,0.55,0.03,0.03,0.03
Redmond Creek (HUC12: 190803050805),CHK,gfdl,altfmo,2,0.33,0.44,0.59,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,gfdl,fmo,0,0.26,0.37,0.52,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,gfdl,fmo,1,0.31,0.41,0.57,0.03,0.03,0.03
Redmond Creek (HUC12: 190803050805),CHK,gfdl,fmo,2,0.32,0.42,0.58,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,gfdl,nofmo,0,0.26,0.37,0.52,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,gfdl,nofmo,1,0.3,0.41,0.56,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),CHK,gfdl,nofmo,2,0.27,0.38,0.53,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,ccsm,altfmo,0,0.01,0.12,0.27,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,ccsm,altfmo,1,0.07,0.18,0.33,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,ccsm,altfmo,2,0.02,0.12,0.28,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,ccsm,fmo,0,0.01,0.12,0.27,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,ccsm,fmo,1,0.04,0.15,0.3,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,ccsm,fmo,2,0.02,0.13,0.28,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,ccsm,nofmo,0,0.01,0.12,0.27,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,ccsm,nofmo,1,0.03,0.13,0.28,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,ccsm,nofmo,2,0.02,0.12,0.28,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,gfdl,altfmo,0,0.01,0.12,0.27,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,gfdl,altfmo,1,0.05,0.15,0.31,0.03,0.03,0.03
Redmond Creek (HUC12: 190803050805),GRA,gfdl,altfmo,2,0.08,0.19,0.34,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,gfdl,fmo,0,0.01,0.12,0.27,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,gfdl,fmo,1,0.06,0.16,0.32,0.03,0.03,0.03
Redmond Creek (HUC12: 190803050805),GRA,gfdl,fmo,2,0.07,0.17,0.33,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,gfdl,nofmo,0,0.01,0.12,0.27,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,gfdl,nofmo,1,0.06,0.16,0.31,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),GRA,gfdl,nofmo,2,0.02,0.13,0.28,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,ccsm,altfmo,0,0.46,0.57,0.72,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,ccsm,altfmo,1,0.52,0.63,0.78,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,ccsm,altfmo,2,0.46,0.57,0.72,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,ccsm,fmo,0,0.46,0.57,0.72,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,ccsm,fmo,1,0.49,0.6,0.75,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,ccsm,fmo,2,0.47,0.57,0.72,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,ccsm,nofmo,0,0.46,0.57,0.72,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,ccsm,nofmo,1,0.47,0.58,0.73,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,ccsm,nofmo,2,0.47,0.57,0.72,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,gfdl,altfmo,0,0.46,0.57,0.72,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,gfdl,altfmo,1,0.49,0.6,0.75,0.03,0.03,0.03
Redmond Creek (HUC12: 190803050805),NONE,gfdl,altfmo,2,0.53,0.64,0.79,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,gfdl,fmo,0,0.46,0.57,0.72,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,gfdl,fmo,1,0.51,0.61,0.76,0.03,0.03,0.03
Redmond Creek (HUC12: 190803050805),NONE,gfdl,fmo,2,0.52,0.62,0.77,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,gfdl,nofmo,0,0.46,0.57,0.72,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,gfdl,nofmo,1,0.5,0.61,0.76,0.04,0.04,0.04
Redmond Creek (HUC12: 190803050805),NONE,gfdl,nofmo,2,0.47,0.57,0.73,0.04,0.04,0.04
Ricks Creek (HUC12: 190803051104),CHK,ccsm,altfmo,0,0.41,0.52,0.67,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),CHK,ccsm,altfmo,1,0.42,0.52,0.68,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),CHK,ccsm,altfmo,2,0.41,0.52,0.67,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),CHK,ccsm,fmo,0,0.41,0.52,0.67,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),CHK,ccsm,fmo,1,0.42,0.53,0.68,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),CHK,ccsm,fmo,2,0.41,0.52,0.67,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),CHK,ccsm,nofmo,0,0.41,0.52,0.67,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),CHK,ccsm,nofmo,1,0.42,0.52,0.67,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),CHK,ccsm,nofmo,2,0.41,0.52,0.67,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),CHK,gfdl,altfmo,0,0.41,0.52,0.67,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),CHK,gfdl,altfmo,1,0.41,0.52,0.67,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),CHK,gfdl,altfmo,2,0.42,0.52,0.67,0.05,0.05,0.05
Ricks Creek (HUC12: 190803051104),CHK,gfdl,fmo,0,0.41,0.52,0.67,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),CHK,gfdl,fmo,1,0.41,0.52,0.67,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),CHK,gfdl,fmo,2,0.41,0.52,0.67,0.05,0.05,0.05
Ricks Creek (HUC12: 190803051104),CHK,gfdl,nofmo,0,0.41,0.52,0.67,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),CHK,gfdl,nofmo,1,0.41,0.52,0.67,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),CHK,gfdl,nofmo,2,0.41,0.52,0.67,0.05,0.05,0.05
Ricks Creek (HUC12: 190803051104),GRA,ccsm,altfmo,0,0.05,0.16,0.31,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),GRA,ccsm,altfmo,1,0.06,0.16,0.31,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),GRA,ccsm,altfmo,2,0.05,0.16,0.31,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),GRA,ccsm,fmo,0,0.05,0.16,0.31,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),GRA,ccsm,fmo,1,0.06,0.16,0.32,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),GRA,ccsm,fmo,2,0.05,0.16,0.31,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),GRA,ccsm,nofmo,0,0.05,0.16,0.31,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),GRA,ccsm,nofmo,1,0.05,0.16,0.31,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),GRA,ccsm,nofmo,2,0.05,0.16,0.31,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),GRA,gfdl,altfmo,0,0.05,0.16,0.31,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),GRA,gfdl,altfmo,1,0.05,0.16,0.31,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),GRA,gfdl,altfmo,2,0.05,0.16,0.31,0.05,0.05,0.05
Ricks Creek (HUC12: 190803051104),GRA,gfdl,fmo,0,0.05,0.16,0.31,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),GRA,gfdl,fmo,1,0.05,0.16,0.31,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),GRA,gfdl,fmo,2,0.05,0.16,0.31,0.05,0.05,0.05
Ricks Creek (HUC12: 190803051104),GRA,gfdl,nofmo,0,0.05,0.16,0.31,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),GRA,gfdl,nofmo,1,0.05,0.16,0.31,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),GRA,gfdl,nofmo,2,0.05,0.16,0.31,0.05,0.05,0.05
Ricks Creek (HUC12: 190803051104),NONE,ccsm,altfmo,0,0.48,0.59,0.74,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),NONE,ccsm,altfmo,1,0.49,0.59,0.75,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),NONE,ccsm,altfmo,2,0.48,0.59,0.74,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),NONE,ccsm,fmo,0,0.48,0.59,0.74,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),NONE,ccsm,fmo,1,0.49,0.6,0.75,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),NONE,ccsm,fmo,2,0.48,0.59,0.74,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),NONE,ccsm,nofmo,0,0.48,0.59,0.74,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),NONE,ccsm,nofmo,1,0.49,0.59,0.74,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),NONE,ccsm,nofmo,2,0.48,0.59,0.74,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),NONE,gfdl,altfmo,0,0.48,0.59,0.74,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),NONE,gfdl,altfmo,1,0.48,0.59,0.74,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),NONE,gfdl,altfmo,2,0.49,0.59,0.74,0.05,0.05,0.05
Ricks Creek (HUC12: 190803051104),NONE,gfdl,fmo,0,0.48,0.59,0.74,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),NONE,gfdl,fmo,1,0.48,0.59,0.74,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),NONE,gfdl,fmo,2,0.48,0.59,0.74,0.05,0.05,0.05
Ricks Creek (HUC12: 190803051104),NONE,gfdl,nofmo,0,0.48,0.59,0.74,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),NONE,gfdl,nofmo,1,0.48,0.59,0.74,0.06,0.06,0.06
Ricks Creek (HUC12: 190803051104),NONE,gfdl,nofmo,2,0.49,0.59,0.74,0.05,0.05,0.05
Rock Creek (HUC12: 190803031507),CHK,ccsm,altfmo,0,0.63,0.74,0.89,0.16,0.16,0.16
Rock Creek (HUC12: 190803031507),CHK,ccsm,altfmo,1,0.44,0.54,0.7,0.05,0.05,0.05
Rock Creek (HUC12: 190803031507),CHK,ccsm,altfmo,2,0.42,0.53,0.68,0.06,0.06,0.06
Rock Creek (HUC12: 190803031507),CHK,ccsm,fmo,0,0.63,0.74,0.89,0.16,0.16,0.16
Rock Creek (HUC12: 190803031507),CHK,ccsm,fmo,1,0.44,0.55,0.7,0.05,0.05,0.05
Rock Creek (HUC12: 190803031507),CHK,ccsm,fmo,2,0.43,0.53,0.68,0.06,0.06,0.06
Rock Creek (HUC12: 190803031507),CHK,ccsm,nofmo,0,0.63,0.74,0.89,0.16,0.16,0.16
Rock Creek (HUC12: 190803031507),CHK,ccsm,nofmo,1,0.44,0.54,0.7,0.05,0.05,0.05
Rock Creek (HUC12: 190803031507),CHK,ccsm,nofmo,2,0.42,0.53,0.68,0.06,0.06,0.06
Rock Creek (HUC12: 190803031507),CHK,gfdl,altfmo,0,0.63,0.74,0.89,0.16,0.16,0.16
Rock Creek (HUC12: 190803031507),CHK,gfdl,altfmo,1,0.43,0.53,0.69,0.05,0.05,0.05
Rock Creek (HUC12: 190803031507),CHK,gfdl,altfmo,2,0.43,0.54,0.69,0.05,0.05,0.05
Rock Creek (HUC12: 190803031507),CHK,gfdl,fmo,0,0.63,0.74,0.89,0.16,0.16,0.16
Rock Creek (HUC12: 190803031507),CHK,gfdl,fmo,1,0.43,0.53,0.69,0.05,0.05,0.05
Rock Creek (HUC12: 190803031507),CHK,gfdl,fmo,2,0.43,0.54,0.69,0.05,0.05,0.05
Rock Creek (HUC12: 190803031507),CHK,gfdl,nofmo,0,0.63,0.74,0.89,0.16,0.16,0.16
Rock Creek (HUC12: 190803031507),CHK,gfdl,nofmo,1,0.43,0.54,0.69,0.05,0.05,0.05
Rock Creek (HUC12: 190803031507),CHK,gfdl,nofmo,2,0.43,0.54,0.69,0.05,0.05,0.05
Rock Creek (HUC12: 190803031507),GRA,ccsm,altfmo,0,0.33,0.44,0.59,0.16,0.16,0.16
Rock Creek (HUC12: 190803031507),GRA,ccsm,altfmo,1,0.14,0.25,0.4,0.05,0.05,0.05
Rock Creek (HUC12: 190803031507),GRA,ccsm,altfmo,2,0.13,0.23,0.38,0.06,0.06,0.06
Rock Creek (HUC12: 190803031507),GRA,ccsm,fmo,0,0.33,0.44,0.59,0.16,0.16,0.16
Rock Creek (HUC12: 190803031507),GRA,ccsm,fmo,1,0.14,0.25,0.4,0.05,0.05,0.05
Rock Creek (HUC12: 190803031507),GRA,ccsm,fmo,2,0.13,0.23,0.39,0.06,0.06,0.06
Rock Creek (HUC12: 190803031507),GRA,ccsm,nofmo,0,0.33,0.44,0.59,0.16,0.16,0.16
Rock Creek (HUC12: 190803031507),GRA,ccsm,nofmo,1,0.14,0.25,0.4,0.05,0.05,0.05
Rock Creek (HUC12: 190803031507),GRA,ccsm,nofmo,2,0.13,0.23,0.38,0.06,0.06,0.06
Rock Creek (HUC12: 190803031507),GRA,gfdl,altfmo,0,0.33,0.44,0.59,0.16,0.16,0.16
Rock Creek (HUC12: 190803031507),GRA,gfdl,altfmo,1,0.13,0.24,0.39,0.05,0.05,0.05
Rock Creek (HUC12: 190803031507),GRA,gfdl,altfmo,2,0.13,0.24,0.39,0.05,0.05,0.05
